price,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,cancellation_policy
$124.00,38.90510386719326,-77.00637210947869,Apartment,Entire home/apt,3,1.0,1.0,2.0,2,25,97.0,9.0,9.0,10.0,9.0,moderate
$95.00,38.89815014167687,-76.98679133768205,House,Private room,1,1.0,1.0,1.0,1,51,97.0,10.0,10.0,10.0,9.0,moderate
$59.00,38.90142298351787,-76.99010532785299,House,Private room,2,1.0,1.0,1.0,1,1,100.0,10.0,10.0,10.0,10.0,flexible
$149.00,38.897899312386116,-76.98730691367099,Apartment,Entire home/apt,3,1.0,2.0,2.0,2,1,89.0,10.0,10.0,10.0,8.0,strict
$99.00,38.89655877862023,-76.98518322423847,Apartment,Entire home/apt,2,1.0,1.0,1.0,4,6,100.0,10.0,10.0,10.0,10.0,strict
$95.00,38.898976939571696,-77.00012697137555,Apartment,Entire home/apt,2,1.0,1.0,1.0,5,1,100.0,10.0,10.0,10.0,10.0,moderate
$126.00,38.90170891646711,-76.9992007290313,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,1,100.0,10.0,10.0,10.0,10.0,flexible
$64.00,38.89456580713985,-76.98183638531856,other,Private room,1,0.0,1.0,1.0,1,2,90.0,9.0,9.0,9.0,9.0,flexible
$299.00,38.894398860013155,-76.9980960478356,House,Entire home/apt,6,2.5,2.0,3.0,3,17,92.0,10.0,10.0,10.0,10.0,strict
$35.00,38.892658909434935,-76.98084853878163,House,Private room,1,1.0,1.0,1.0,1,8,78.0,7.0,9.0,9.0,9.0,flexible
$50.00,38.89714945915864,-76.99667233942381,House,Private room,2,1.5,1.0,2.0,2,119,94.0,9.0,10.0,10.0,10.0,flexible
$179.00,38.90111953664303,-76.99819949824467,House,Entire home/apt,6,1.0,2.0,4.0,1,96,99.0,10.0,10.0,10.0,10.0,strict
$70.00,38.90026456877767,-76.9898151907154,House,Private room,2,1.5,1.0,1.0,2,12,98.0,10.0,10.0,10.0,9.0,moderate
$125.00,38.905800851655094,-76.9989397433166,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,29,97.0,10.0,10.0,10.0,10.0,moderate
$180.00,38.89808958529952,-76.99717270231741,House,Entire home/apt,2,1.0,1.0,1.0,2,4,90.0,9.0,10.0,10.0,10.0,flexible
$79.00,38.90576379873079,-77.00515675566379,Apartment,Private room,2,1.0,1.0,1.0,1,22,97.0,10.0,10.0,10.0,10.0,flexible
$100.00,38.90524313242502,-77.00539003831351,Apartment,Private room,2,1.0,1.0,1.0,7,0,,,,,,flexible
$80.00,38.89879581680093,-76.99124348407673,Apartment,Entire home/apt,2,1.0,0.0,1.0,3,5,96.0,10.0,10.0,10.0,10.0,flexible
$300.00,38.8986483223072,-76.99697661268232,other,Entire home/apt,4,2.5,2.0,2.0,1,0,,,,,,flexible
$107.00,38.89699169688789,-76.98090026920043,House,Private room,2,1.5,1.0,1.0,1,4,100.0,10.0,10.0,10.0,10.0,flexible
$250.00,38.900126586539685,-76.99989724958304,Apartment,Entire home/apt,6,1.0,3.0,3.0,1,0,,,,,,flexible
$199.00,38.89309391675522,-77.00166497127157,Apartment,Entire home/apt,6,1.0,3.0,3.0,3,9,96.0,10.0,10.0,10.0,10.0,flexible
$90.00,38.90089452532877,-77.00103733293443,House,Private room,3,2.0,1.0,2.0,1,55,98.0,10.0,10.0,10.0,10.0,flexible
$105.00,38.90586228246634,-77.0054946567794,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,2,100.0,10.0,10.0,10.0,10.0,moderate
$150.00,38.89607376837689,-76.9751008212038,House,Entire home/apt,4,1.0,2.0,2.0,3,0,,,,,,strict
$125.00,38.904947415666534,-77.00576335312203,Apartment,Entire home/apt,3,1.0,1.0,1.0,2,4,100.0,10.0,10.0,10.0,10.0,strict
$85.00,38.89762013349278,-76.97331699224834,Apartment,Entire home/apt,2,1.0,0.0,1.0,2,45,98.0,10.0,10.0,10.0,9.0,moderate
$225.00,38.89769333523889,-76.98619599846283,Apartment,Entire home/apt,6,1.0,2.0,2.0,3,4,85.0,8.0,10.0,10.0,9.0,strict
$99.00,38.899667173823815,-76.98684150734715,House,Private room,2,1.0,1.0,1.0,1,1,80.0,8.0,10.0,10.0,10.0,flexible
$150.00,38.89628577820879,-77.00067226615205,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,1,100.0,10.0,10.0,10.0,10.0,flexible
$85.00,38.89622789765952,-76.97356496613381,House,Entire home/apt,4,1.0,1.0,2.0,2,71,95.0,10.0,10.0,10.0,8.0,moderate
$120.00,38.90552475255611,-77.0067561545447,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,16,99.0,10.0,10.0,10.0,10.0,flexible
$35.00,38.89301985712443,-76.9801356158602,House,Private room,1,1.0,1.0,1.0,1,1,100.0,10.0,10.0,10.0,10.0,flexible
$79.00,38.899947416515424,-76.98931860962969,House,Private room,2,2.0,1.0,1.0,1,42,94.0,10.0,10.0,10.0,9.0,moderate
$40.00,38.89755288249956,-76.98014944638719,House,Private room,1,1.0,1.0,1.0,7,1,,,,,,flexible
$149.00,38.892472940680044,-76.986422131993,House,Entire home/apt,2,1.0,1.0,2.0,2,15,99.0,10.0,10.0,10.0,10.0,moderate
$115.00,38.894127550478245,-76.97856389121878,Apartment,Entire home/apt,5,1.0,1.0,2.0,1,37,97.0,10.0,10.0,10.0,8.0,flexible
$105.00,38.89556071005453,-76.99509508363786,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,7,100.0,10.0,10.0,10.0,10.0,moderate
$58.00,38.895844610810286,-76.97758206589462,Apartment,Shared room,3,1.0,1.0,2.0,1,15,83.0,9.0,9.0,9.0,8.0,moderate
$250.00,38.8950352743385,-76.99962974278013,House,Entire home/apt,4,2.0,2.0,2.0,4,7,91.0,9.0,10.0,10.0,10.0,moderate
$125.00,38.899682857501226,-77.00042232260924,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,2,100.0,10.0,10.0,10.0,10.0,flexible
$95.00,38.89597305811081,-76.98558927461521,House,Private room,2,1.0,1.0,1.0,1,0,,,,,,flexible
$180.00,38.90580842716013,-77.0000121766483,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,10,100.0,10.0,10.0,10.0,9.0,flexible
$156.00,38.89874335524694,-76.99907937687014,House,Private room,2,1.0,1.0,1.0,1,0,,,,,,flexible
$135.00,38.89919865081964,-76.9866417419056,House,Entire home/apt,2,1.5,1.0,1.0,1,4,85.0,8.0,10.0,10.0,9.0,flexible
$95.00,38.902784306416905,-76.99545155644294,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,19,91.0,9.0,10.0,10.0,9.0,strict
$145.00,38.90550285431888,-77.00549821199057,Apartment,Entire home/apt,4,1.0,1.0,2.0,3,5,100.0,10.0,10.0,10.0,10.0,strict
$120.00,38.897389960372635,-76.99317360364965,House,Private room,2,1.5,1.0,1.0,1,11,96.0,9.0,10.0,10.0,9.0,flexible
$160.00,38.90548099332307,-77.00589410703131,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,6,80.0,7.0,10.0,10.0,10.0,flexible
$79.00,38.89724540434703,-76.97124526797391,Apartment,Private room,2,1.0,1.0,1.0,1,41,90.0,10.0,9.0,10.0,8.0,strict
$55.00,38.90451108607028,-76.99477257098894,House,Private room,2,1.0,1.0,1.0,2,1,100.0,10.0,10.0,10.0,8.0,flexible
$50.00,38.89294084762209,-76.99777105972571,Apartment,Entire home/apt,2,1.0,1.0,2.0,1,1,80.0,4.0,8.0,10.0,10.0,flexible
$135.00,38.89579651456884,-76.99259892255573,Apartment,Entire home/apt,4,1.0,1.0,2.0,2,14,100.0,10.0,10.0,10.0,10.0,moderate
$80.00,38.90492877106014,-77.00853909362117,Apartment,Private room,2,1.0,1.0,1.0,1,2,100.0,10.0,10.0,10.0,10.0,strict
$148.00,38.89496653188271,-76.99526135502244,Apartment,Entire home/apt,2,1.5,1.0,1.0,1,5,92.0,9.0,10.0,9.0,10.0,flexible
$69.00,38.90591084873118,-77.00706761404696,House,Private room,3,1.5,1.0,1.0,1,5,92.0,9.0,10.0,10.0,8.0,strict
$300.00,38.89233140550638,-77.00084213131167,House,Entire home/apt,6,2.5,2.0,3.0,4,39,99.0,10.0,10.0,10.0,10.0,moderate
$85.00,38.890535431287056,-76.9759267750164,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,1,100.0,10.0,10.0,8.0,8.0,flexible
$58.00,38.899030422989604,-76.98436232845431,other,Private room,2,1.0,1.0,1.0,1,1,100.0,8.0,10.0,10.0,8.0,moderate
$110.00,38.89613711676145,-76.97789266138268,Apartment,Private room,2,1.0,1.0,1.0,1,0,,,,,,flexible
$40.00,38.896045667656146,-76.97222550272363,House,Private room,2,1.5,1.0,1.0,2,11,87.0,9.0,9.0,10.0,8.0,strict
$55.00,38.892954790938695,-76.98140298367225,Apartment,Private room,2,1.0,1.0,1.0,5,9,88.0,9.0,10.0,10.0,8.0,strict
$95.00,38.8959322276713,-76.97786871611281,House,Private room,2,1.0,1.0,1.0,2,40,92.0,10.0,10.0,10.0,8.0,moderate
$144.00,38.903791621831466,-77.00267023797375,House,Private room,4,1.5,1.0,2.0,1,48,97.0,10.0,10.0,10.0,10.0,flexible
$199.00,38.89644840592239,-76.98911805122785,Apartment,Entire home/apt,4,1.0,2.0,2.0,3,80,92.0,10.0,10.0,10.0,9.0,strict
$70.00,38.895072489884384,-76.99210254896444,House,Private room,2,1.5,1.0,1.0,3,22,96.0,10.0,10.0,10.0,10.0,moderate
$75.00,38.89632291078957,-76.97535128898954,House,Private room,2,1.0,1.0,1.0,3,1,60.0,4.0,10.0,10.0,6.0,strict
$71.00,38.89932011155818,-76.98592649357433,Apartment,Private room,2,1.5,1.0,1.0,1,11,95.0,10.0,10.0,10.0,9.0,flexible
$300.00,38.9060268724366,-76.99934918748015,House,Entire home/apt,7,3.5,3.0,3.0,3,8,100.0,10.0,10.0,10.0,9.0,moderate
$108.00,38.90339444211784,-77.0026275869007,Apartment,Entire home/apt,2,1.0,1.0,1.0,3,0,,,,,,flexible
$190.00,38.89845670790306,-76.99102421053128,House,Entire home/apt,7,1.5,2.0,3.0,3,2,100.0,10.0,10.0,10.0,10.0,flexible
$105.00,38.90256040667179,-77.00171380036055,Apartment,Entire home/apt,4,1.0,1.0,2.0,2,58,92.0,10.0,10.0,10.0,9.0,moderate
$129.00,38.90120997870689,-77.00047838111955,Apartment,Entire home/apt,4,1.0,1.0,2.0,2,15,96.0,10.0,10.0,10.0,9.0,strict
$135.00,38.89751489130482,-76.99588718887992,Apartment,Entire home/apt,3,1.0,1.0,2.0,2,23,85.0,8.0,9.0,10.0,9.0,strict
$125.00,38.89494844724005,-77.00321644046271,Apartment,Entire home/apt,2,1.0,0.0,1.0,3,19,91.0,9.0,10.0,10.0,10.0,moderate
$100.00,38.89905704543736,-76.98810526748262,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,3,87.0,9.0,9.0,10.0,10.0,flexible
$80.00,38.89501529021588,-76.98901496721061,Apartment,Private room,2,1.0,1.0,1.0,1,0,,,,,,flexible
$178.00,38.8975174240236,-76.97513565460369,House,Entire home/apt,9,2.5,3.0,4.0,3,4,90.0,10.0,10.0,10.0,8.0,strict
$125.00,38.896377604856475,-76.99727870361684,House,Entire home/apt,3,1.0,2.0,2.0,3,7,97.0,8.0,10.0,10.0,10.0,moderate
$65.00,38.893140345992244,-76.99686382897349,House,Private room,1,1.0,1.0,1.0,1,3,100.0,10.0,10.0,10.0,10.0,moderate
$86.00,38.8967205373391,-76.98260649861115,Apartment,Entire home/apt,4,1.0,1.0,2.0,2,5,76.0,7.0,10.0,9.0,6.0,flexible
$55.00,38.892466912858936,-76.98269042906564,Apartment,Private room,2,1.0,1.0,1.0,5,42,96.0,10.0,10.0,10.0,9.0,strict
$114.00,38.90469380705129,-77.00700956839056,Apartment,Entire home/apt,4,1.0,0.0,1.0,2,0,,,,,,flexible
$165.00,38.89240569541717,-77.00081383827306,Apartment,Entire home/apt,2,1.0,1.0,1.0,5,1,100.0,10.0,10.0,10.0,10.0,strict
$70.00,38.897386974208494,-76.99007167295768,House,Private room,2,1.0,1.0,2.0,3,2,100.0,9.0,9.0,10.0,10.0,moderate
$90.00,38.89548866212854,-77.00105732133557,House,Private room,4,1.5,1.0,1.0,1,9,95.0,10.0,10.0,10.0,9.0,flexible
$89.00,38.89514678511952,-76.99838090419948,House,Private room,2,1.0,1.0,1.0,1,7,100.0,10.0,10.0,10.0,10.0,flexible
$80.00,38.89836016363915,-76.97923585216287,other,Private room,1,1.5,1.0,1.0,1,2,100.0,10.0,10.0,10.0,9.0,flexible
$105.00,38.89707163602889,-76.98255474374525,House,Entire home/apt,4,1.5,2.0,2.0,4,8,98.0,10.0,10.0,10.0,8.0,moderate
$90.00,38.90443941482414,-76.9987091542784,House,Private room,2,1.5,1.0,1.0,2,35,95.0,10.0,10.0,10.0,9.0,moderate
$70.00,38.90582831195732,-77.00556275570462,Apartment,Shared room,1,1.0,1.0,1.0,2,1,100.0,10.0,10.0,10.0,10.0,moderate
$135.00,38.89491004237894,-76.99316057609491,Apartment,Entire home/apt,4,1.0,1.0,1.0,1,111,97.0,10.0,10.0,10.0,9.0,moderate
$180.00,38.90155670815811,-76.99297044015688,House,Entire home/apt,6,2.5,2.0,4.0,3,29,95.0,10.0,10.0,10.0,8.0,strict
$160.00,38.89827581024338,-76.98888331890831,House,Entire home/apt,4,1.0,2.0,3.0,3,3,87.0,9.0,10.0,10.0,9.0,strict
$149.00,38.892210368154295,-77.0020286166344,Apartment,Entire home/apt,5,1.0,2.0,3.0,3,6,97.0,10.0,10.0,10.0,10.0,flexible
$249.00,38.89756687589213,-76.98184460000346,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,1,60.0,6.0,10.0,10.0,8.0,moderate
$149.00,38.89504185194856,-76.9898045721428,Apartment,Entire home/apt,4,1.0,2.0,2.0,1,8,83.0,8.0,8.0,8.0,9.0,strict
$64.00,38.904016976762534,-76.99523355002259,House,Private room,2,1.0,1.0,1.0,2,30,91.0,10.0,10.0,9.0,8.0,moderate
$149.00,38.897351323940775,-77.00362653190895,Apartment,Entire home/apt,2,1.0,1.0,1.0,4,6,97.0,10.0,10.0,10.0,10.0,strict
$90.00,38.89947468825576,-76.99839912209505,House,Private room,1,1.5,1.0,1.0,1,8,88.0,9.0,8.0,9.0,9.0,flexible
$150.00,38.893041407479245,-76.99713281219594,other,Private room,2,1.0,1.0,2.0,2,0,,,,,,flexible
$179.00,38.894386206285255,-76.99709553558625,House,Entire home/apt,4,1.0,1.0,2.0,2,15,93.0,10.0,10.0,10.0,10.0,moderate
$159.00,38.89284948735632,-76.99908905960983,Apartment,Entire home/apt,4,1.0,1.0,3.0,2,20,94.0,10.0,10.0,9.0,10.0,strict
$220.00,38.893430154473045,-76.99692316137663,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,23,97.0,10.0,10.0,10.0,10.0,flexible
$117.00,38.90459142683512,-77.00740424647819,Apartment,Entire home/apt,3,1.0,1.0,1.0,2,6,88.0,8.0,8.0,10.0,9.0,moderate
$84.00,38.89359591365359,-76.98822333787584,House,Entire home/apt,4,1.0,2.0,2.0,2,1,100.0,10.0,10.0,10.0,10.0,flexible
$105.00,38.90605482151484,-77.00704778839709,Apartment,Private room,2,1.0,1.0,1.0,2,0,,,,,,moderate
$175.00,38.90179078279062,-76.99482756887167,Apartment,Entire home/apt,4,1.0,0.0,2.0,3,3,100.0,10.0,10.0,10.0,7.0,strict
$175.00,38.89984012676512,-76.99740009000298,Apartment,Private room,2,1.0,1.0,2.0,1,0,,,,,,flexible
$75.00,38.898105942924474,-76.97555243709401,House,Private room,2,1.0,1.0,1.0,3,0,,,,,,strict
$234.00,38.892644226177495,-77.00268556874965,House,Entire home/apt,6,1.5,2.0,2.0,3,7,83.0,8.0,7.0,8.0,10.0,strict
$80.00,38.90458143054091,-77.00729783898497,other,Private room,2,1.0,1.0,1.0,1,2,100.0,10.0,10.0,9.0,9.0,strict
$129.00,38.89317021036661,-76.9990351041065,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,10,100.0,10.0,10.0,10.0,10.0,flexible
$194.00,38.903869653561344,-77.00137287530531,House,Entire home/apt,10,1.5,2.0,4.0,2,70,90.0,9.0,10.0,10.0,9.0,flexible
$75.00,38.89614427293323,-76.97539501566905,House,Entire home/apt,2,1.0,1.0,1.0,1,0,,,,,,flexible
$80.00,38.89911123500665,-76.9917961690508,Apartment,Entire home/apt,2,1.0,0.0,1.0,3,8,100.0,10.0,10.0,10.0,10.0,flexible
$225.00,38.89471916847551,-76.98166007255683,House,Entire home/apt,9,2.0,3.0,3.0,3,2,80.0,9.0,7.0,9.0,7.0,strict
$125.00,38.89999527775921,-77.00282228087542,Apartment,Private room,2,1.0,1.0,1.0,1,0,,,,,,flexible
$300.00,38.90067983121524,-77.00222287065348,House,Entire home/apt,6,2.5,3.0,4.0,2,8,100.0,10.0,10.0,10.0,10.0,moderate
$130.00,38.900826080026775,-76.99306881158266,House,Entire home/apt,5,1.0,1.0,3.0,2,51,93.0,9.0,10.0,10.0,9.0,flexible
$56.00,38.9048650551491,-77.00042178307226,House,Private room,1,1.5,1.0,1.0,4,1,100.0,10.0,10.0,10.0,10.0,flexible
$105.00,38.89744735786649,-76.99419459892299,House,Private room,2,1.0,1.0,1.0,1,0,,,,,,flexible
$245.00,38.89612921269397,-76.99854405555429,House,Entire home/apt,6,2.5,2.0,3.0,7,0,,,,,,strict
$95.00,38.89632078639488,-76.98802566713597,Apartment,Entire home/apt,4,1.0,1.0,1.0,2,98,93.0,10.0,10.0,10.0,9.0,moderate
$140.00,38.897684866787465,-76.97112529615247,House,Entire home/apt,8,1.0,2.0,5.0,2,6,92.0,10.0,10.0,10.0,8.0,moderate
$75.00,38.89936030404301,-76.98650323235913,House,Private room,2,1.0,1.0,1.0,2,17,94.0,10.0,10.0,10.0,9.0,moderate
$79.00,38.89724880981347,-76.985674277107,House,Private room,2,1.5,1.0,1.0,6,8,100.0,10.0,10.0,10.0,9.0,moderate
$115.00,38.90594502643236,-77.00457429904199,Apartment,Entire home/apt,3,1.0,1.0,1.0,2,15,97.0,9.0,10.0,10.0,10.0,moderate
$225.00,38.8932607167506,-76.99140713976746,House,Entire home/apt,5,1.0,2.0,2.0,1,0,,,,,,strict
$229.00,38.89310742138917,-76.99664433698521,Apartment,Private room,4,1.0,1.0,1.0,3,0,,,,,,strict
$250.00,38.90064238867974,-76.99729599479167,Apartment,Entire home/apt,6,1.0,2.0,5.0,3,10,88.0,9.0,8.0,9.0,9.0,strict
$40.00,38.90580969225868,-76.99837950549342,House,Private room,2,1.0,1.0,1.0,4,0,,,,,,flexible
$150.00,38.902547468870814,-76.99394210502612,House,Entire home/apt,6,1.5,2.0,2.0,3,6,100.0,10.0,10.0,10.0,9.0,flexible
$129.00,38.90109103638528,-76.99858129051078,Apartment,Entire home/apt,3,1.0,1.0,1.0,2,8,98.0,10.0,10.0,10.0,10.0,moderate
$225.00,38.904264499979305,-76.99668498954199,House,Entire home/apt,4,2.5,2.0,2.0,2,16,96.0,9.0,10.0,10.0,9.0,moderate
$300.00,38.89750693721467,-77.00041874005032,House,Entire home/apt,5,2.5,2.0,2.0,2,0,,,,,,strict
$95.00,38.89494416383121,-76.97849152553573,Apartment,Entire home/apt,6,1.0,1.0,2.0,1,1,80.0,10.0,8.0,10.0,8.0,flexible
$125.00,38.90519615041885,-76.99643175807313,Apartment,Entire home/apt,4,1.0,1.0,2.0,3,23,97.0,10.0,10.0,10.0,9.0,strict
$185.00,38.905067151736816,-76.99643452134768,Apartment,Entire home/apt,4,1.0,2.0,2.0,3,0,,,,,,moderate
$90.00,38.898007263504546,-77.0011272978312,Apartment,Shared room,2,1.0,1.0,1.0,2,18,95.0,10.0,10.0,10.0,10.0,flexible
$198.00,38.89889770953473,-76.99933437410552,House,Entire home/apt,4,2.0,2.0,2.0,1,1,,,,,,moderate
$120.00,38.89425349066914,-76.99982261856688,Apartment,Entire home/apt,4,1.0,1.0,2.0,2,75,92.0,9.0,9.0,10.0,10.0,moderate
$150.00,38.900210545315815,-76.99084997997724,House,Private room,2,1.5,1.0,1.0,3,10,100.0,10.0,10.0,10.0,10.0,strict
$260.00,38.89922885299047,-76.9969856040732,House,Entire home/apt,8,2.5,3.0,4.0,3,38,95.0,9.0,10.0,10.0,9.0,strict
$99.00,38.918371348690464,-77.04011252650567,Apartment,Private room,3,1.0,1.0,1.0,1,18,98.0,10.0,10.0,10.0,10.0,flexible
$140.00,38.92574745061047,-77.04110737780191,House,Private room,1,1.0,1.0,1.0,1,0,,,,,,flexible
$99.00,38.92217040303173,-77.0427047260348,Apartment,Private room,2,1.0,1.0,1.0,1,11,93.0,8.0,10.0,10.0,10.0,moderate
$75.00,38.92479827125803,-77.04040859294027,Apartment,Private room,2,1.0,1.0,1.0,1,2,100.0,10.0,10.0,10.0,9.0,strict
$100.00,38.92238867463483,-77.04423250745022,Apartment,Entire home/apt,2,1.0,0.0,1.0,2,1,100.0,8.0,8.0,6.0,10.0,moderate
$150.00,38.92283175302718,-77.04222902101009,Apartment,Private room,2,1.0,1.0,1.0,1,1,100.0,10.0,10.0,10.0,10.0,moderate
$89.00,38.91862702123997,-77.04583985730294,other,Private room,1,1.5,1.0,1.0,1,35,90.0,10.0,9.0,9.0,9.0,strict
$115.00,38.92635514612264,-77.04201558948967,Apartment,Entire home/apt,4,1.0,1.0,2.0,4,6,83.0,10.0,9.0,9.0,9.0,strict
$165.00,38.91979631512605,-77.04517418845337,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,21,89.0,8.0,10.0,10.0,10.0,flexible
$108.00,38.92565882676342,-77.04383101619726,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,4,95.0,8.0,10.0,10.0,10.0,moderate
$165.00,38.92227448928124,-77.04049851001217,Apartment,Entire home/apt,2,1.0,1.0,1.0,3,3,93.0,9.0,10.0,10.0,10.0,moderate
$45.00,38.91961603944583,-77.03969062691337,Apartment,Shared room,1,1.0,1.0,1.0,1,8,98.0,10.0,10.0,10.0,9.0,flexible
$119.00,38.91594615819479,-77.04396748647454,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,0,,,,,,strict
$85.00,38.920795191441115,-77.0454688234943,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,0,,,,,,flexible
$93.00,38.91187938331484,-77.04923251258033,Apartment,Entire home/apt,3,1.0,0.0,2.0,6,3,87.0,7.0,10.0,10.0,9.0,moderate
$108.00,38.917771383440545,-77.045630172267,Apartment,Entire home/apt,4,1.0,0.0,2.0,2,30,94.0,10.0,10.0,10.0,10.0,flexible
$126.00,38.917334913986494,-77.04214015171159,Apartment,Entire home/apt,4,1.0,0.0,2.0,1,26,95.0,9.0,10.0,10.0,10.0,moderate
$75.00,38.92767284958386,-77.04358321430072,House,Private room,2,1.0,1.0,1.0,1,0,,,,,,flexible
$100.00,38.92450807930785,-77.03744959271191,Apartment,Entire home/apt,2,1.0,0.0,1.0,2,9,76.0,7.0,8.0,9.0,8.0,flexible
$82.00,38.925326946690994,-77.04400481888464,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,2,100.0,10.0,10.0,10.0,10.0,flexible
$100.00,38.923965108294304,-77.03950967763134,House,Private room,2,1.0,1.0,1.0,1,5,100.0,10.0,10.0,10.0,10.0,flexible
$110.00,38.91825224167938,-77.04283464767468,Apartment,Entire home/apt,2,1.0,1.0,1.0,3,1,100.0,8.0,10.0,10.0,10.0,strict
$149.00,38.920019459157295,-77.04790454868609,Apartment,Entire home/apt,5,1.0,1.0,2.0,1,3,100.0,10.0,9.0,9.0,10.0,flexible
$125.00,38.923513202918436,-77.0440526637513,Apartment,Private room,2,1.0,1.0,1.0,1,0,,,,,,flexible
$105.00,38.921343143384966,-77.04620900935015,Apartment,Entire home/apt,3,1.0,1.0,2.0,1,15,93.0,10.0,10.0,10.0,10.0,strict
$91.00,38.916382720518506,-77.04797089838365,Apartment,Entire home/apt,4,1.0,0.0,1.0,1,0,,,,,,strict
$209.00,38.91615932951726,-77.04322086184007,Apartment,Entire home/apt,6,2.0,2.0,4.0,1,1,100.0,10.0,10.0,10.0,10.0,strict
$124.00,38.92287342320601,-77.04668627310097,Apartment,Entire home/apt,4,1.0,2.0,2.0,2,37,95.0,10.0,10.0,10.0,10.0,moderate
$99.00,38.92508195156103,-77.03738738864037,Apartment,Private room,2,1.5,1.0,1.0,2,80,96.0,10.0,10.0,10.0,9.0,moderate
$109.00,38.91609021304603,-77.04772298955571,Apartment,Private room,2,1.0,1.0,1.0,2,19,92.0,9.0,10.0,10.0,10.0,moderate
$149.00,38.922736649494674,-77.04789526166623,Apartment,Entire home/apt,4,2.0,2.0,2.0,1,2,60.0,10.0,6.0,8.0,10.0,strict
$146.00,38.92070147828761,-77.04439979200501,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,33,96.0,9.0,9.0,10.0,10.0,flexible
$190.00,38.92402353819038,-77.03942718423447,Apartment,Entire home/apt,6,2.5,2.0,2.0,2,35,99.0,10.0,10.0,10.0,9.0,moderate
$145.00,38.91656356197033,-77.04266695078556,Apartment,Entire home/apt,2,1.0,1.0,1.0,3,6,97.0,9.0,9.0,10.0,9.0,strict
$185.00,38.92449794678475,-77.0386871809412,Apartment,Entire home/apt,6,2.0,2.0,3.0,6,8,98.0,10.0,10.0,10.0,10.0,strict
$140.00,38.92218663921384,-77.04586684462896,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,10,94.0,8.0,10.0,10.0,10.0,strict
$130.00,38.92409372269018,-77.03666443740134,Apartment,Entire home/apt,4,1.0,1.0,1.0,2,1,100.0,10.0,10.0,10.0,8.0,strict
$149.00,38.92416294334479,-77.0466502454164,Apartment,Entire home/apt,4,1.0,1.0,2.0,14,17,98.0,10.0,10.0,10.0,10.0,moderate
$85.00,38.924474606356796,-77.03971566389654,House,Private room,2,1.0,1.0,1.0,1,248,92.0,9.0,9.0,10.0,10.0,strict
$160.00,38.912504791549004,-77.0488058981837,House,Entire home/apt,2,1.0,1.0,1.0,2,16,100.0,10.0,10.0,10.0,10.0,strict
$99.00,38.91896955992529,-77.04496468922027,House,Entire home/apt,4,1.0,1.0,2.0,1,3,93.0,9.0,9.0,10.0,10.0,flexible
$117.00,38.925462268850396,-77.0408996394874,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,3,93.0,9.0,10.0,10.0,10.0,flexible
$100.00,38.92235724886465,-77.04053841803481,Apartment,Entire home/apt,3,1.0,1.0,1.0,5,1,100.0,10.0,10.0,10.0,10.0,moderate
$93.00,38.925015388805825,-77.04079136194852,Apartment,Entire home/apt,3,1.0,0.0,2.0,4,0,,,,,,strict
$107.00,38.91868976943724,-77.03843239629768,House,Private room,2,1.0,1.0,1.0,1,16,98.0,9.0,10.0,9.0,10.0,flexible
$150.00,38.924033265572426,-77.0366131416863,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,22,80.0,7.0,9.0,10.0,10.0,flexible
$129.00,38.916424222029384,-77.04249222704182,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,0,,,,,,strict
$95.00,38.911971092015186,-77.04853504420194,Apartment,Entire home/apt,2,1.0,0.0,1.0,2,20,88.0,9.0,10.0,10.0,10.0,strict
$140.00,38.921235945367975,-77.04038023376505,Apartment,Entire home/apt,3,1.0,1.0,1.0,3,4,100.0,9.0,10.0,8.0,10.0,moderate
$125.00,38.92230476564613,-77.04094554804456,other,Private room,2,1.0,1.0,1.0,1,1,100.0,10.0,10.0,10.0,10.0,flexible
